15:41:25.739,Temperature is 25.9 degrees C
15:41:26.161,X-acceleration: -227.84 mg Y-acceleration: -6.47 mg Z-acceleration: 1017.15 mg
15:41:26.255,X-gyro rate: -0.870 degrees/sec Y-gyro rate: 0.572 degrees/sec Z-gyro rate: 13.863 degrees/sec
15:41:26.395,X-mag field: 428.50 mG Y-mag field: 199.72 mG Z-mag field: 268.79 mG
15:41:26.442,Temperature is 25.9 degrees C
15:41:26.911,X-acceleration: -132.26 mg Y-acceleration: -182.37 mg Z-acceleration: 915.28 mg
15:41:27.020,X-gyro rate: -1.450 degrees/sec Y-gyro rate: -0.671 degrees/sec Z-gyro rate: 14.107 degrees/sec
15:41:27.114,X-mag field: 428.50 mG Y-mag field: 188.83 mG Z-mag field: 258.32 mG
15:41:27.161,Temperature is 26.0 degrees C
15:41:27.654,X-acceleration: -96.56 mg Y-acceleration: -53.71 mg Z-acceleration: 927.31 mg
15:41:27.701,X-gyro rate: -0.908 degrees/sec Y-gyro rate: -1.228 degrees/sec Z-gyro rate: 12.054 degrees/sec
15:41:27.794,X-mag field: 455.73 mG Y-mag field: 165.23 mG Z-mag field: 260.06 mG
15:41:27.888,Temperature is 26.0 degrees C
15:41:28.357,X-acceleration: -42.60 mg Y-acceleration: -21.91 mg Z-acceleration: 975.34 mg
15:41:28.451,X-gyro rate: 0.839 degrees/sec Y-gyro rate: -1.160 degrees/sec Z-gyro rate: 9.514 degrees/sec
15:41:28.544,X-mag field: 450.29 mG Y-mag field: 156.15 mG Z-mag field: 247.84 mG
15:41:28.638,Temperature is 26.0 degrees C
15:41:29.115,X-acceleration: -125.12 mg Y-acceleration: 43.46 mg Z-acceleration: 967.41 mg
15:41:29.163,X-gyro rate: 0.404 degrees/sec Y-gyro rate: 1.854 degrees/sec Z-gyro rate: 8.148 degrees/sec
15:41:29.257,X-mag field: 473.89 mG Y-mag field: 132.54 mG Z-mag field: 274.03 mG
15:41:29.350,Temperature is 26.0 degrees C
